name,image_url,category,item_id,ticket_id,color,brand,brand_image_url,genre,genre_image_url,rarity,like,outfit_id,outfit_image_url,note,detail_url,series_name,series_url
プリ×プリしつじ バイオレットヘアアクセ,https://prichan.jp/resources/images/items/details/28202.jpg,アクセサリー,CD-007,28202,紫,holictrick,https://prichan.jp/resources/images/items/logo-holictrick.png,cool,https://prichan.jp/resources/images/items/icon-cool.png,R,550,P-48,https://prichan.jp/resources/images/items/outfits/P-48.png,,https://prichan.jp/items/details/28202.html,,https://prichan.jp/items/promotion7_9.html
プリ×プリしつじ バイオレットシューズ,https://prichan.jp/resources/images/items/details/28201.jpg,シューズ,CD-006,28201,紫,holictrick,https://prichan.jp/resources/images/items/logo-holictrick.png,cool,https://prichan.jp/resources/images/items/icon-cool.png,R,550,P-48,https://prichan.jp/resources/images/items/outfits/P-48.png,,https://prichan.jp/items/details/28201.html,,https://prichan.jp/items/promotion7_9.html
プリ×プリしつじ バイオレットワンピ,https://prichan.jp/resources/images/items/details/28200.jpg,ワンピース,CD-005,28200,紫,holictrick,https://prichan.jp/resources/images/items/logo-holictrick.png,cool,https://prichan.jp/resources/images/items/icon-cool.png,R,1000,P-48,https://prichan.jp/resources/images/items/outfits/P-48.png,,https://prichan.jp/items/details/28200.html,,https://prichan.jp/items/promotion7_9.html
ピクニックギンガム パープルヘアアクセ,https://prichan.jp/resources/images/items/details/28158.jpg,アクセサリー,YA-060,28158,白,universequeen,https://prichan.jp/resources/images/items/logo-universequeen.png,cool,https://prichan.jp/resources/images/items/icon-cool.png,PR,730,P-47,https://prichan.jp/resources/images/items/outfits/P-47.png,,https://prichan.jp/items/details/28158.html,,https://prichan.jp/items/promotion7_9.html
ピクニックギンガム パープルシューズ,https://prichan.jp/resources/images/items/details/28157.jpg,シューズ,YA-059,28157,紫,universequeen,https://prichan.jp/resources/images/items/logo-universequeen.png,cool,https://prichan.jp/resources/images/items/icon-cool.png,PR,730,P-47,https://prichan.jp/resources/images/items/outfits/P-47.png,,https://prichan.jp/items/details/28157.html,,https://prichan.jp/items/promotion7_9.html
サマーメイド ブラックベリートップス,https://prichan.jp/resources/images/items/details/28163.jpg,トップス,SP-005,28163,紫,secretalice,https://prichan.jp/resources/images/items/logo-secretalice.png,cool,https://prichan.jp/resources/images/items/icon-cool.png,SR,800,P-40,https://prichan.jp/resources/images/items/outfits/P-40.png,,https://prichan.jp/items/details/28163.html,,https://prichan.jp/items/promotion7_9.html
イエローローズ,https://prichan.jp/resources/images/items/details/28186.jpg,パシャッとアイテム,P-016,28186,黄,romancebeat,https://prichan.jp/resources/images/items/logo-romancebeat.png,cool,https://prichan.jp/resources/images/items/icon-cool.png,R,550,28186,https://prichan.jp/resources/images/items/outfits/28186.png,,https://prichan.jp/items/details/28186.html,,https://prichan.jp/items/promotion7_9.html
アイスクリーム ソーダワンピ,https://prichan.jp/resources/images/items/details/28197.jpg,トップス,YA-037,28197,青,sweethoney,https://prichan.jp/resources/images/items/logo-sweethoney.png,love,https://prichan.jp/resources/images/items/icon-love.png,SR,1300,P-32,https://prichan.jp/resources/images/items/outfits/P-32.png,,https://prichan.jp/items/details/28197.html,,https://prichan.jp/items/promotion7_9.html
スイートハニー キラッとワンピ,https://prichan.jp/resources/images/items/details/28194.jpg,ワンピース,P-015,28194,ピンク,sweethoney,https://prichan.jp/resources/images/items/logo-sweethoney.png,love,https://prichan.jp/resources/images/items/icon-love.png,KR,1000,1-01,https://prichan.jp/resources/images/items/outfits/1-01.png,,https://prichan.jp/items/details/28194.html,,https://prichan.jp/items/promotion7_9.html
サマーメイド ブラックベリーヘアアクセ,https://prichan.jp/resources/images/items/details/28166.jpg,ヘアアクセ,SP-008,28166,紫,secretalice,https://prichan.jp/resources/images/items/logo-secretalice.png,cool,https://prichan.jp/resources/images/items/icon-cool.png,SR,700,P-40,https://prichan.jp/resources/images/items/outfits/P-40.png,,https://prichan.jp/items/details/28166.html,,https://prichan.jp/items/promotion7_9.html
サマーメイド ブラックベリーシューズ,https://prichan.jp/resources/images/items/details/28165.jpg,シューズ,SP-007,28165,黒,secretalice,https://prichan.jp/resources/images/items/logo-secretalice.png,cool,https://prichan.jp/resources/images/items/icon-cool.png,SR,700,P-40,https://prichan.jp/resources/images/items/outfits/P-40.png,,https://prichan.jp/items/details/28165.html,,https://prichan.jp/items/promotion7_9.html
サマーメイド ブラックベリースカート,https://prichan.jp/resources/images/items/details/28164.jpg,ボトムス,SP-006,28164,紫,secretalice,https://prichan.jp/resources/images/items/logo-secretalice.png,cool,https://prichan.jp/resources/images/items/icon-cool.png,SR,750,P-40,https://prichan.jp/resources/images/items/outfits/P-40.png,,https://prichan.jp/items/details/28164.html,,https://prichan.jp/items/promotion7_9.html
わんわんポリス ブルートップス,https://prichan.jp/resources/images/items/details/28048.jpg,トップス,C-001,28048,水色,girlsyell,https://prichan.jp/resources/images/items/logo-girlsyell.png,pop,https://prichan.jp/resources/images/items/icon-pop.png,ＳＲ,800,P-20,https://prichan.jp/resources/images/items/outfits/P-20.png,,https://prichan.jp/items/details/28048.html,,https://prichan.jp/items/promotion4_6.html
チアリーダー ホワイトトップス,https://prichan.jp/resources/images/items/details/28075.jpg,トップス,AM-025,28075,白,girlsyell,https://prichan.jp/resources/images/items/logo-girlsyell.png,pop,https://prichan.jp/resources/images/items/icon-pop.png,SR,750,P-34,https://prichan.jp/resources/images/items/outfits/P-34.png,,https://prichan.jp/items/details/28075.html,,https://prichan.jp/items/promotion7_9.html
フラワーショップ アネモネヘアアクセ,https://prichan.jp/resources/images/items/details/28074.jpg,ヘアアクセ,AM-024,28074,赤,sweethoney,https://prichan.jp/resources/images/items/logo-sweethoney.png,love,https://prichan.jp/resources/images/items/icon-love.png,SR,700,P-33,https://prichan.jp/resources/images/items/outfits/P-33.png,,https://prichan.jp/items/details/28074.html,,https://prichan.jp/items/promotion7_9.html
ワイズガール ピンクトップス,https://prichan.jp/resources/images/items/details/28141.jpg,トップス,YA-040,28141,ピンク,sweethoney,https://prichan.jp/resources/images/items/logo-sweethoney.png,love,https://prichan.jp/resources/images/items/icon-love.png,PR,830,P-36,https://prichan.jp/resources/images/items/outfits/P-36.png,,https://prichan.jp/items/details/28141.html,,https://prichan.jp/items/promotion7_9.html
ゴシックフリル ナイトレッドヘアアクセ,https://prichan.jp/resources/images/items/details/28082.jpg,ヘアアクセ,AM-032,28082,赤,secretalice,https://prichan.jp/resources/images/items/logo-secretalice.png,cool,https://prichan.jp/resources/images/items/icon-cool.png,SR,700,P-35,https://prichan.jp/resources/images/items/outfits/P-35.png,,https://prichan.jp/items/details/28082.html,,https://prichan.jp/items/promotion7_9.html
ゴシックフリル ナイトレッドシューズ,https://prichan.jp/resources/images/items/details/28081.jpg,シューズ,AM-031,28081,赤,secretalice,https://prichan.jp/resources/images/items/logo-secretalice.png,cool,https://prichan.jp/resources/images/items/icon-cool.png,SR,800,P-35,https://prichan.jp/resources/images/items/outfits/P-35.png,,https://prichan.jp/items/details/28081.html,,https://prichan.jp/items/promotion7_9.html
ゴシックフリル ナイトレッドスカート,https://prichan.jp/resources/images/items/details/28080.jpg,ボトムス,AM-030,28080,赤,secretalice,https://prichan.jp/resources/images/items/logo-secretalice.png,cool,https://prichan.jp/resources/images/items/icon-cool.png,SR,750,P-35,https://prichan.jp/resources/images/items/outfits/P-35.png,,https://prichan.jp/items/details/28080.html,,https://prichan.jp/items/promotion7_9.html
ゴシックフリル ナイトレッドトップス,https://prichan.jp/resources/images/items/details/28079.jpg,トップス,AM-029,28079,赤,secretalice,https://prichan.jp/resources/images/items/logo-secretalice.png,cool,https://prichan.jp/resources/images/items/icon-cool.png,SR,700,P-35,https://prichan.jp/resources/images/items/outfits/P-35.png,,https://prichan.jp/items/details/28079.html,,https://prichan.jp/items/promotion7_9.html
チアリーダー ホワイトヘアアクセ,https://prichan.jp/resources/images/items/details/28078.jpg,ヘアアクセ,AM-028,28078,赤,girlsyell,https://prichan.jp/resources/images/items/logo-girlsyell.png,pop,https://prichan.jp/resources/images/items/icon-pop.png,SR,700,P-34,https://prichan.jp/resources/images/items/outfits/P-34.png,,https://prichan.jp/items/details/28078.html,,https://prichan.jp/items/promotion7_9.html
ワイズガール ブルートップス,https://prichan.jp/resources/images/items/details/28147.jpg,トップス,YA-048,28147,青,secretalice,https://prichan.jp/resources/images/items/logo-secretalice.png,cool,https://prichan.jp/resources/images/items/icon-cool.png,PR,830,P-38,https://prichan.jp/resources/images/items/outfits/P-38.png,,https://prichan.jp/items/details/28147.html,,https://prichan.jp/items/promotion7_9.html
ワイズガール イエローヘアアクセ,https://prichan.jp/resources/images/items/details/28191.jpg,ヘアアクセ,YA-047,28191,黒,girlsyell,https://prichan.jp/resources/images/items/logo-girlsyell.png,pop,https://prichan.jp/resources/images/items/icon-pop.png,PR,730,P-37,https://prichan.jp/resources/images/items/outfits/P-37.png,,https://prichan.jp/items/details/28191.html,,https://prichan.jp/items/promotion7_9.html
シルバークイーン ステッキ,https://prichan.jp/resources/images/items/details/28187.jpg,パシャッとアイテム,P-S-026,28187,シルバー,secretalice,https://prichan.jp/resources/images/items/logo-secretalice.png,,,R,550,28187,https://prichan.jp/resources/images/items/outfits/28187.png,,https://prichan.jp/items/details/28187.html,,https://prichan.jp/items/promotion7_9.html
サマーメイド ブラックオレンジヘアアクセ,https://prichan.jp/resources/images/items/details/28162.jpg,ヘアアクセ,P-S-025,28162,オレンジ,secretalice,https://prichan.jp/resources/images/items/logo-secretalice.png,cool,https://prichan.jp/resources/images/items/icon-cool.png,SR,700,P-39,https://prichan.jp/resources/images/items/outfits/P-39.png,,https://prichan.jp/items/details/28162.html,,https://prichan.jp/items/promotion7_9.html
サマーメイド ブラックオレンジシューズ,https://prichan.jp/resources/images/items/details/28161.jpg,シューズ,P-S-024,28161,黒,secretalice,https://prichan.jp/resources/images/items/logo-secretalice.png,cool,https://prichan.jp/resources/images/items/icon-cool.png,SR,700,P-39,https://prichan.jp/resources/images/items/outfits/P-39.png,,https://prichan.jp/items/details/28161.html,,https://prichan.jp/items/promotion7_9.html
サマーメイド ブラックオレンジスカート,https://prichan.jp/resources/images/items/details/28160.jpg,ボトムス,P-S-023,28160,オレンジ,secretalice,https://prichan.jp/resources/images/items/logo-secretalice.png,cool,https://prichan.jp/resources/images/items/icon-cool.png,SR,750,P-39,https://prichan.jp/resources/images/items/outfits/P-39.png,,https://prichan.jp/items/details/28160.html,,https://prichan.jp/items/promotion7_9.html
サマーメイド ブラックオレンジトップス,https://prichan.jp/resources/images/items/details/28159.jpg,トップス,P-S-022,28159,オレンジ,secretalice,https://prichan.jp/resources/images/items/logo-secretalice.png,cool,https://prichan.jp/resources/images/items/icon-cool.png,SR,800,P-39,https://prichan.jp/resources/images/items/outfits/P-39.png,,https://prichan.jp/items/details/28159.html,,https://prichan.jp/items/promotion7_9.html
ワイズガール ブルーヘアアクセ,https://prichan.jp/resources/images/items/details/28192.jpg,ヘアアクセ,YA-051,28192,黒,secretalice,https://prichan.jp/resources/images/items/logo-secretalice.png,cool,https://prichan.jp/resources/images/items/icon-cool.png,PR,730,P-38,https://prichan.jp/resources/images/items/outfits/P-38.png,,https://prichan.jp/items/details/28192.html,,https://prichan.jp/items/promotion7_9.html
スターダスト スカーレットグラデワンピ,https://prichan.jp/resources/images/items/details/28183.jpg,ワンピース,,28183,紫,secretalice,https://prichan.jp/resources/images/items/logo-secretalice.png,cool,https://prichan.jp/resources/images/items/icon-cool.png,R,1000,P-42,https://prichan.jp/resources/images/items/outfits/P-42.png,,https://prichan.jp/items/details/28183.html,,https://prichan.jp/items/promotion7_9.html
はなやかゆかた ふじいろヘアアクセ,https://prichan.jp/resources/images/items/details/28170.jpg,ヘアアクセ,P-S-030,28170,紫,sweethoney,https://prichan.jp/resources/images/items/logo-sweethoney.png,love,https://prichan.jp/resources/images/items/icon-love.png,R,550,P-41,https://prichan.jp/resources/images/items/outfits/P-41.png,,https://prichan.jp/items/details/28170.html,,https://prichan.jp/items/promotion7_9.html
ストロベリーガール パープルワンピ,https://prichan.jp/resources/images/items/details/28016.jpg,ワンピース,C-019,28016,紫,sweethoney,https://prichan.jp/resources/images/items/logo-sweethoney.png,love,https://prichan.jp/resources/images/items/icon-love.png,R,1000,P-44,https://prichan.jp/resources/images/items/outfits/P-44.png,,https://prichan.jp/items/details/28016.html,,https://prichan.jp/items/promotion7_9.html
プリ☆チャンユニフォーム ライトブルーヘアアクセ,https://prichan.jp/resources/images/items/details/27990.jpg,ヘアアクセ,C-018,27990,水色,prismstone,https://prichan.jp/resources/images/items/logo-prismstone.png,love,https://prichan.jp/resources/images/items/icon-love.png,R,550,P-43,https://prichan.jp/resources/images/items/outfits/P-43.png,,https://prichan.jp/items/details/27990.html,,https://prichan.jp/items/promotion7_9.html
プリ☆チャンユニフォーム ライトブルーシューズ,https://prichan.jp/resources/images/items/details/27989.jpg,シューズ,C-017,27989,水色,prismstone,https://prichan.jp/resources/images/items/logo-prismstone.png,love,https://prichan.jp/resources/images/items/icon-love.png,R,550,P-43,https://prichan.jp/resources/images/items/outfits/P-43.png,,https://prichan.jp/items/details/27989.html,,https://prichan.jp/items/promotion7_9.html
プリ☆チャンユニフォーム ライトブルースカート,https://prichan.jp/resources/images/items/details/27988.jpg,ボトムス,C-016,27988,水色,prismstone,https://prichan.jp/resources/images/items/logo-prismstone.png,love,https://prichan.jp/resources/images/items/icon-love.png,R,600,P-43,https://prichan.jp/resources/images/items/outfits/P-43.png,,https://prichan.jp/items/details/27988.html,,https://prichan.jp/items/promotion7_9.html
プリ☆チャンユニフォーム ライトブルートップス,https://prichan.jp/resources/images/items/details/27987.jpg,トップス,C-015,27987,水色,prismstone,https://prichan.jp/resources/images/items/logo-prismstone.png,love,https://prichan.jp/resources/images/items/icon-love.png,R,650,P-43,https://prichan.jp/resources/images/items/outfits/P-43.png,,https://prichan.jp/items/details/27987.html,,https://prichan.jp/items/promotion7_9.html
スターダスト スカーレットグラデヘアアクセ,https://prichan.jp/resources/images/items/details/28185.jpg,ヘアアクセ,,28185,紫,secretalice,https://prichan.jp/resources/images/items/logo-secretalice.png,cool,https://prichan.jp/resources/images/items/icon-cool.png,R,550,P-42,https://prichan.jp/resources/images/items/outfits/P-42.png,,https://prichan.jp/items/details/28185.html,,https://prichan.jp/items/promotion7_9.html
ロッカー グリーンベスト＆Tシャツ,https://prichan.jp/resources/images/items/details/28067.jpg,トップス,AM-016,28067,緑,romancebeat,https://prichan.jp/resources/images/items/logo-romancebeat.png,cool,https://prichan.jp/resources/images/items/icon-cool.png,R,650,P-25,https://prichan.jp/resources/images/items/outfits/P-25.png,,https://prichan.jp/items/details/28067.html,,https://prichan.jp/items/promotion7_9.html
ベージュのうさぎさん ぬいぐるみ,https://prichan.jp/resources/images/items/details/28066.jpg,パシャッとアイテム,AM-015,28066,黄,dollywaltz,https://prichan.jp/resources/images/items/logo-dollywaltz.png,love,https://prichan.jp/resources/images/items/icon-love.png,SR,700,P-24,https://prichan.jp/resources/images/items/outfits/P-24.png,,https://prichan.jp/items/details/28066.html,,https://prichan.jp/items/promotion7_9.html
ギンガムハート あんなアプリトップス,https://prichan.jp/resources/images/items/details/28112.jpg,トップス,YA-021,28112,赤,dollywaltz,https://prichan.jp/resources/images/items/logo-dollywaltz.png,love,https://prichan.jp/resources/images/items/icon-love.png,SR,650,P-27,https://prichan.jp/resources/images/items/outfits/P-27.png,,https://prichan.jp/items/details/28112.html,,https://prichan.jp/items/promotion7_9.html
ストライプローズ パープルワンピ,https://prichan.jp/resources/images/items/details/28083.jpg,ワンピース,AM-020,28083,紫,dollywaltz,https://prichan.jp/resources/images/items/logo-dollywaltz.png,love,https://prichan.jp/resources/images/items/icon-love.png,R,1000,P-26,https://prichan.jp/resources/images/items/outfits/P-26.png,,https://prichan.jp/items/details/28083.html,,https://prichan.jp/items/promotion7_9.html
ロッカー ブラックハット,https://prichan.jp/resources/images/items/details/28070.jpg,ヘアアクセ,AM-019,28070,黒,romancebeat,https://prichan.jp/resources/images/items/logo-romancebeat.png,cool,https://prichan.jp/resources/images/items/icon-cool.png,R,550,P-25,https://prichan.jp/resources/images/items/outfits/P-25.png,,https://prichan.jp/items/details/28070.html,,https://prichan.jp/items/promotion7_9.html
ロッカー グリーンローファー,https://prichan.jp/resources/images/items/details/28069.jpg,シューズ,AM-018,28069,緑,romancebeat,https://prichan.jp/resources/images/items/logo-romancebeat.png,cool,https://prichan.jp/resources/images/items/icon-cool.png,R,600,P-25,https://prichan.jp/resources/images/items/outfits/P-25.png,,https://prichan.jp/items/details/28069.html,,https://prichan.jp/items/promotion7_9.html
ロッカー ダメージデニムショーパン,https://prichan.jp/resources/images/items/details/28068.jpg,ボトムス,AM-017,28068,青,romancebeat,https://prichan.jp/resources/images/items/logo-romancebeat.png,cool,https://prichan.jp/resources/images/items/icon-cool.png,R,550,P-25,https://prichan.jp/resources/images/items/outfits/P-25.png,,https://prichan.jp/items/details/28068.html,,https://prichan.jp/items/promotion7_9.html
トリコロール ゴールドサイリウムワンピ,https://prichan.jp/resources/images/items/details/27959.jpg,ワンピース,SW-010,27959,ゴールド,brilliantprince,https://prichan.jp/resources/images/items/logo-brilliantprince.png,cool,https://prichan.jp/resources/images/items/icon-cool.png,SR,1300,P-13,https://prichan.jp/resources/images/items/outfits/P-13.png,,https://prichan.jp/items/details/27959.html,,https://prichan.jp/items/promotion4_6.html
ノーブルドール ピンクトップス,https://prichan.jp/resources/images/items/details/28116.jpg,トップス,YA-025,28116,ピンク,dollywaltz,https://prichan.jp/resources/images/items/logo-dollywaltz.png,love,https://prichan.jp/resources/images/items/icon-love.png,PR,730,P-28,https://prichan.jp/resources/images/items/outfits/P-28.png,,https://prichan.jp/items/details/28116.html,,https://prichan.jp/items/promotion7_9.html
